best_match_score,School Name,State_left,Incident_ID_left,Month_left,Day_left,Year_left,Date_left,Victims_Killed_left,Victims_Wounded_left,Number_Victims_left,Shooter_Killed_left,Source_left,Number_News_left,Media_Attention_left,Reliability_left,Quarter_left,City_left,School_Level_left,Location_left,Location_Type_left,During_Classes_left,Time_Period_left,First_Shot_left,Duration_min_left,Summary_left,Narrative_left,Situation_left,Targets_left,Accomplice_left,Accomplice_Narrative_left,Hostages_left,Barricade_left,Officer_Involved_left,Bullied_left,Domestic_Violence_left,Gang_Related_left,Active_Shooter_FBI_left,Shots_Fired_left,LAT_left,LNG_left,School ID - NCES Assigned [Public School] Latest available year,School Type [Public School] 2019-20,Charter School [Public School] 2019-20,Magnet School [Public School] 2019-20,Shared Time School [Public School] 2019-20,Urban-centric Locale [Public School] 2019-20,Total Students All Grades (Excludes AE) [Public School] 2019-20,Full-Time Equivalent (FTE) Teachers [Public School] 2019-20,Pupil/Teacher Ratio [Public School] 2019-20,NCESSCH,IPR_EST,IPR_SE,Zip_Code,,,,,,,,,,,,
0.297192189081743,JONES COUNTY HIGH SCHOOL,GA,20211211GAJOG,12,11,2021,12/11/2021,0,0,0,0,https://www.13wmaz.com/article/news/local/shooting-during-jones-county-high-basketball-game/93-1fe72b16-4515-4a35-b9e2-c6220c4113b1 https://www.unionrecorder.com/news/investigation-underway-into-shooting-at-bhs-jones-co-basketball-game/article_fdc2d244-5afd-11ec-aec0-d366b61d0394.html,2,Local,4,Winter,Gray,High,Gym,Inside School Building,No,Sport Event,8:15 PM,1,Shot fired in the gym during high school basketball game,A shot was fired in the gym during fight between teens at a high school basketball game. Gym was evacuated. No injuries. 4 teens were arrested in a vehicle in possession of a handgun and marijuana.,Escalation of Dispute,Victims Targeted,Yes,4 teens arrested,No,No,No,No,No,No,No,1,32.990957,-83.530545,130315000000,1-Regular school,2-No,2-No,2-No,41-Rural: Fringe,1581,94.6,16.71,130315001279,364,133,31032,,,,,,,,,,,,
0.228735757788911,EDWARD A. UPTHEGROVE ELEMENTARY,FL,20211211FLEDL,12,11,2021,12/11/2021,0,1,1,0,https://www.facebook.com/hendrysheriff/posts/6635865173122755 https://www.winknews.com/2021/12/11/shots-fired-at-edward-a-upthegrove-elementary-school-in-hendry-county/ https://nbc-2.com/news/crime/2021/12/12/deputies-search-for-suspect-after-shots-fired-at-upthegrove-elementary-school/,3,Local,4,Winter,LaBelle,Elementary,Gym,Inside School Building,No,Sport Event,2:00 PM,1,Shots fired in the school gym during youth basketball game,A shots were fired in the gym during a youth basketball game. Shooter fled the area. An adult was injured and refused to cooperate with police. Motive unknown.,,Victims Targeted,No,,No,No,No,No,,,No,,26.765281,-81.439787,120078000000,1-Regular school,2-No,2-No,2-No,32-Town: Distant,511,32,15.97,120078003852,147,27,33935,,,,,,,,,,,,
0.182137757499843,CANAL WINCHESTER HIGH SCHOOL,OH,20211210OHCAC,12,10,2021,12/10/2021,0,0,0,0,https://myfox28columbus.com/news/local/canal-winchester-local-school-district-closed-friday-due-to-police-situation-12-10-2021 https://www.dispatch.com/story/news/local/2021/12/10/canal-winchester-schools-closed-after-high-school/6459627001/ https://abc6onyourside.com/news/local/canal-winchester-local-school-district-closed-friday-due-to-police-situation-12-10-2021,5,Local,4,Winter,Canal Winchester,High,Field (General),Outside on School Property,No,Before School,5:50 AM,1,Man fired shots at officers and fled across campus,"Officers responded to the school for a vehicle doing donuts on the athletic field. When officers approached, the adult male driver fired shot at them and then ran across the campus. Students had not arrived yet and school was cancelled. 3 hours later at 9:30am, police located the man hiding nearby and arrested him. Police reported the truck was stolen.",Illegal Activity,Random Shooting,No,,No,No,No,No,No,No,No,,39.836301,-82.812629,390469000000,1-Regular school,2-No,–,2-No,21-Suburb: Large,1196,57.1,20.95,390469402709,512,135,43110,,,,,,,,,,,,
0.195402424455578,EWING MARION KAUFFMAN HIGH,MO,20211208MOEWK,12,8,2021,12/8/2021,0,2,2,0,https://www.kshb.com/news/crime/2-wounded-in-shooting-wednesday-outside-of-ewing-marion-kauffman-school https://fox4kc.com/news/police-investigating-after-two-people-shot-near-kansas-city-school/ https://www.kmbc.com/article/kansas-city-police-say-2-teens-wounded-in-shooting-at-kauffman-school-parking-lot/38466834#,10,Regional,4,Winter,Kansas City,High,Parking Lot,Outside on School Property,No,Sport Event,8:30 PM,1,Two teens shot in school parking lot during basketball game,Two teen were shot in the parking lot of the school while a high school basketball game was taking place inside. The victims were not students at the school. Shooter fled. An off-duty officer attending the game secured the scene.,,,,,No,No,No,No,No,,No,,39.011021,-94.56725,290060000000,1-Regular school,1-Yes,2-No,2-No,11-City: Large,343,30.41,11.28,290059703277,241,60,64132,,,,,,,,,,,,
0.218701424600112,ST MATTHEWS ELEMENTARY,KY,20211208KYSTL,12,8,2021,12/8/2021,0,0,0,0,https://www.wave3.com/2021/12/08/shooting-near-st-matthews-elementary-school-under-investigation/,1,Local,3,Winter,Louisville,Elementary,Parking Lot,Outside on School Property,No,Night,9:30 PM,1,Person inside a car was shot at several times in school parking lot,"Shooter approached a vehicle, fired multiple shots, and fled the area. Targeted victim driving was not injured. Vehicle was shot multiple times. Shooter fled in a vehicle.",,Victims Targeted,,,No,No,No,No,,,No,,38.24576,-85.641166,210299000000,1-Regular school,2-No,2-No,2-No,21-Suburb: Large,563,31.4,17.93,,,,40207,,,,,,,,,,,,
0.228735757788911,SUSAN E WAGNER HIGH SCHOOL,NY,20211206NYSUS,12,6,2021,12/6/2021,0,1,1,0,https://abc7ny.com/wagner-high-school-susan-e-staten-island/11310969/ https://www.silive.com/crime-safety/2021/12/cops-16-year-old-arrested-amid-safety-concerns-at-susan-wagner-high-school.html https://www.nydailynews.com/new-york/ny-staten-island-student-gun-scare-lockdown-20211207-wgfypndf5rdt5igmucd2f2tjzm-story.html,10,Regional,4,Winter,Staten Island,High,Front of School,Outside on School Property,Yes,Dismissal,3:00 PM,1,Student waiting for bus was attacked and pistol whipped by 2 teens,A 16-year-old male student was waiting for a bus in front of the school when two teens got out of a vehicle and assaulted him. One teen brandished a handgun and pistol whipped the victim with it. Teens fled and were apprehended 1 mile away from the scene with handgun. Incident was captured on video. Initially reported as shots fired and school cancelled dismissal and locked down for 2 hours.,,Victims Targeted,Yes,Two teens,No,No,No,,No,,No,0,40.597689,-74.123991,360010000000,1-Regular school,2-No,2-No,2-No,11-City: Large,3427,187.85,18.24,360010302878,411,133,10314,,,,,,,,,,,,
0.265908198242527,WILMINGTON PARK ELEMENTARY,CA,20211206CAWIW,12,6,2021,12/6/2021,1,2,3,0,https://abc7.com/wilmington-shooting-triple-lapd-shootings-leave-girl-and-boy-wounded/11306738/ https://ktla.com/news/local-news/3-kids-wounded-in-separate-wilmington-shootings/ https://abc7.com/wilmington-shooting-triple-lapd-shootings-leave-girl-and-boy-wounded/11306738/,10,Regional,4,Winter,Wilmington,Elementary,Playground,Outside on School Property,Yes,After School,4:46 PM,1,9-year-old girl critically injured by stray shot while on school playground,"Two shooters fired multiple shots at a vehicle in front of the elementary school. A 13-year-old boy inside the vehicle was killed and 20-year-old woman was injured. A stray shot struck a 9-year-old female student on the playground of the school, critically injuring her.",,Both,Yes,2 shooters,No,No,No,No,,,No,,33.785787,-118.246328,62271003464,1-Regular school,2-No,2-No,–,11-City: Large,662,–,†,,,,90810,,,,,,,,,,,,
0.228735757788911,KIPP BLYTHEVILLE COLLEGIATE HIGH SCHOOL,AR,20211203ARBLB,12,3,2021,12/3/2021,0,0,0,0,https://www.kait8.com/2021/12/06/man-arrested-following-school-parking-lot-shooting/,1,Local,4,Winter,Blytheville,High,Parking Lot,Outside on School Property,No,Night,9:15 PM,1,Teen fired multiple shots at person inside vehicle in the parking lot,"A 19-year-old non-student fired multiple shots at another non-student inside a vehicle in the school parking lot. The shooter fled and was identified by CCTV footage, then arrested the next day. Targeted victim was not injured. Teen charged with terroristic act. Shooting related to a prior fight between shooter and victim.",Escalation of Dispute,Victims Targeted,No,,No,No,No,No,No,No,No,,35.93348,-89.911227,50006201595,1-Regular school,1-Yes,2-No,2-No,41-Rural: Fringe,156,16.12,9.68,,,,72315,,,,,,,,,,,,
0.183344829921658,GARFIELD HIGH SCHOOL,WA,20211202WAGAS,12,3,2021,12/3/2021,0,0,0,0,https://www.seattletimes.com/seattle-news/law-justice/police-investigate-shooting-near-seattles-garfield-high/ https://www.capitolhillseattle.com/2021/11/threat-forces-evacuation-at-garfield-high-school/ https://www.capitolhillseattle.com/2021/12/police-find-lots-of-shell-casings-no-victims-after-gunfire-in-garfield-high-school-parking-lot/,2,Local,3,Winter,Seattle,High,Parking Lot,Outside on School Property,No,After School,4:30 PM,1,30 shots fired in school parking lot during basketball practice,A teen shooter fired 30 shots in the parking lot of the high school. Basketball practice was occurring at the time of the shooting and the school was locked down. No injuries. Shooter fled. A bomb threat evacuated the school earlier in the day.,,Both,No,,No,No,No,,No,,No,30,47.60569,-122.302178,530771000000,1-Regular school,2-No,2-No,–,11-City: Large,1786,68.63,26.02,,,,98122,,,,,,,,,,,,
0.184661781297781,DICK WILLIAM SCH,PA,20211202PAWIP,12,2,2021,12/2/2021,1,0,1,0,https://www.cbsnews.com/philadelphia/news/police-woman-killed-north-philadelphia-shooting-william-dick-school-lockdown/,,Local,3,Winter,Philadelphia,K-8,Parking Lot,Outside on School Property,Yes,Afternoon Classes,1:00 PM,1,Woman shot 8 times in parking lot behind school,Woman shot 8 times in the parking lot of the school during afternoon classes. School went on lockdown. She was taken to the hospital in a private vehicle and died.,,Victims Targeted,No,,No,No,No,No,,,No,8,39.986543,-75.174066,421899000000,1-Regular school,2-No,2-No,2-No,11-City: Large,472,27.92,16.91,,,,19121,,,,,,,,,,,,
0.218701424600112,SAM RAYBURN,TX,20211201TXSAP,12,1,2021,12/1/2021,0,0,0,0,https://www.khou.com/article/news/crime/armed-robbery-sam-rayburn-high-school/285-06becca9-eb0b-46ce-85e6-b710d108e7dc,,Local,4,Winter,Pasadena,High,Football Field/Track,Outside on School Property,Yes,Morning Classes,11:00 AM,1,Adult man robbed student at gunpoint and fired shot on the athletic field,"21-year-old male robbed a student at gunpoint during morning classes on the athletic field of the school. The shooter demanded the student's phone and when the student refused, he fired one shot. SRO responded, arrested the shooter, and recovered the phone.",Illegal Activity,Victims Targeted,No,,No,No,No,No,No,No,No,1,29.677671,-95.180648,481179000000,1-Regular school,2-No,2-No,–,41-Rural: Fringe,1195,84.17,14.2,,,,77002,,,,,,,,,,,,
0.113681326207012,WHITEHALL YEARLING HIGH SCHOOL,OH,20211130OHWHW,11,30,2021,11/30/2021,0,0,0,0,https://www.10tv.com/article/news/local/18-year-old-accidentally-shoots-self-playing-with-gun-outside-whitehall-high-school/530-5948f34e-ad8a-4941-979f-6e34ddc9a573 https://abc6onyourside.com/news/local/18-year-old-injured-after-accidentally-shooting-himself-outside-whitehall-high-school-11-30-2021,2,Local,4,Fall,Whitehall,High,Parking Lot,Outside on School Property,No,Evening,6:00 PM,1,Teen shot himself while engaged in horseplay with two other teens,"An 18-year-old male shot himself in the leg while ""engaged in horseplay"" with a 13-year-old and 16-year-old. Shooting occurred in a school parking lot near the football field. Victim asked one of the other teens to hide the gun and claim the situation was a robbery.",Accidental,Neither,Yes,Asked other teen to hide gun,No,No,No,No,No,No,No,1,39.960061,-82.886586,390451000000,1-Regular school,2-No,–,2-No,21-Suburb: Large,838,43,19.49,390450701983,153,41,43213,,,,,,,,,,,,
0.315620254703669,CESAR CHAVEZ HIGH SCHOOL,AZ,20211129AZCHP,11,29,2021,11/29/2021,0,1,1,0,https://www.azcentral.com/story/news/local/phoenix-breaking/2021/11/29/one-teen-shot-cesar-chavez-high-school-not-active-shooter/8801295002/ https://www.kgun9.com/news/state/student-hurt-in-shooting-at-cesar-chavez-high-school-in-phoenix https://www.12news.com/article/news/crime/teen-injured-after-being-shot-at-cesar-chavez-high-school-in-laveen/75-4038832e-000a-4f39-941d-c3d919993530,10,Regional,4,Fall,Phoenix,High,Bathroom,Inside School Building,Yes,Afternoon Classes,3:00 PM,1,Student shot during fight in bathroom,A 16-year-old male student was shot during a fight in the school bathroom. The shooter fled. School was locked down and police responded for an active shooter. Students were evacuated to an alternate location. School district announced backpacks will be banned until further notice following the shooting.,Escalation of Dispute,Victims Targeted,No,,No,No,No,,No,No,No,,33.375941,-112.146194,40633001882,1-Regular school,2-No,–,2-No,11-City: Large,2590,123.4,20.99,40633001882,249,96,85339,,,,,,,,,,,,
0.323721522993212,THORNTON TOWNSHIP HIGH SCHOOL,IL,20211124ILTHH,11,24,2021,11/24/2021,0,0,0,0,https://www.chicagotribune.com/suburbs/daily-southtown/ct-sta-thornton-high-school-shots-fired-st-1125-20211124-23o46c2tavacvn4g6agtukzej4-story.html,1,Local,3,Fall,Harvey,High,Front of School,Outside on School Property,Yes,Dismissal,3:00 PM,1,Shots fired outside school at dismissal,Shots were fired outside the school at dismissal. Staff and students ran back into the building to take cover. No injuries.,,,No,,No,No,No,No,No,,No,,41.615494,-87.644293,173897000000,1-Regular school,2-No,2-No,2-No,21-Suburb: Large,1569,116,13.53,173897003955,147,21,60426,,,,,,,,,,,,
0.196927674140934,HINKLEY HIGH SCHOOL,CO,20211119COHIA,11,19,2021,11/19/2021,0,3,3,0,"https://www.cbsnews.com/colorado/news/four-teens-avoid-prison-after-shooting-in-hinkley-parking-lot/
https://www.cbsnews.com/colorado/news/2-sentenced-hinkley-high-school-parking-lot-shooting/
https://www.denverpost.com/2021/11/19/aurora-high-school-shooting-central-hinkley-gun-violence-colorado/ https://www.thedenverchannel.com/news/local-news/2-injured-in-shooting-in-hinkley-high-school-parking-lot-aurora-police-say https://kdvr.com/news/local/aps-security-officer-heroically-returned-fire-at-hinkley-hs-parking-lot-shooting-chief-wilson-said/ https://www.cnn.com/2021/11/20/us/colorado-high-school-shooting-attempted-murder-charge/index.html",999,International,4,Fall,Aurora,High,Parking Lot,Outside on School Property,,,1:50 PM,1,3 students shot in the school parking lot during fight,"3 teenage students were shot in the school parking lot. Shortly after the physical fight involving multiple teens, a white pickup truck with several people inside drove through the parking lot and people from inside it started shooting. There were numerous shell casings, of different calibers, that were found on scene. Armed school security officer returned fired and then applied a tourniquet to an injured student. Shooter fled. 4 days prior to the shooting, 6 students were shot in a park across the street from another Aurora High School.",Escalation of Dispute,Victims Targeted,Yes,Two shooters,No,No,No,No,No,,No,,39.734046,-104.809151,80234000064,1-Regular school,2-No,2-No,2-No,11-City: Large,2091,107.93,19.37,,,,80011,,,,,,,,,,,,
0.198632758222513,ORANGEVIEW JUNIOR HIGH,CA,20211117CAORA,11,17,2021,11/17/2021,0,1,0,0,https://mynewsla.com/crime/2021/11/17/teens-attempted-suicide-prompts-anaheim-school-to-dismiss-classes/,1,Local,3,Fall,Anaheim,Middle,Inside School Building,Inside School Building,No,Morning Classes,8:30 AM,1,"Female student attempted suicide, critical condition","Female student attempted suicide, critical condition. School went on lockdown.",Suicide/Attempted,Victims Targeted,,,No,No,No,,No,No,No,1,33.826212,-118.01371,60263000184,1-Regular school,2-No,2-No,–,11-City: Large,871,–,†,,,,92804,,,,,,,,,,,,
0.200565823121769,POUGHKEEPSIE HIGH SCHOOL,NY,20211115NYPOP,11,15,2021,11/15/2021,0,0,0,0,https://www.poughkeepsiejournal.com/story/news/education/2021/11/16/shooting-outside-poughkeepsie-high-school-report/8635464002/ https://bronx.news12.com/gunfire-outside-poughkeepsie-hs-cancels-school-for-the-day https://midhudsonnews.com/2021/11/15/classes-and-meeting-canceled-after-high-school-shooting/ https://midhudsonnews.com/2021/11/15/shooting-at-high-school-subjects-in-custody/,5,Regional,4,Fall,Poughkeepsie,High,Front of School,Outside on School Property,Yes,Dismissal,3:15 PM,1,Shots fired during fight in front of the school at dismissal,Multiple shots were fired in front of the school during a fight between students. Multiple students ran from the area. None of the students involved were shot. Vehicles parked in the faculty lot sustained damage. Police recovered multiple .380 shell casings and arrested a 13-year-old male student at his home with an empty .380 handgun. School closed the two days following the shooting to update the security plan.,Escalation of Dispute,Victims Targeted,Yes,15-year-old also questioned,No,No,No,No,No,No,No,6,41.694493,-73.91407,362376000000,1-Regular school,2-No,2-No,2-No,13-City: Small,1153,102.83,11.21,,,,12603,,,,,,,,,,,,
0.228735757788911,MOORESVILLE HIGH SCHOOL,NC,20211110NCMOM,11,10,2021,11/10/2021,0,0,0,1,https://www.wbtv.com/2021/11/10/mooresville-high-school-releases-students-early-after-apparent-suicide-campus-district-says/,10,Local,4,Fall,Mooresville,High,Bathroom,Inside School Building,Yes,Morning Classes,9:00 AM,1,Student commit suicide in school bathroom,Student commit suicide in school bathroom,Suicide/Attempted,Victims Targeted,No,,No,No,No,No,No,No,No,1,35.578808,-80.80218,370312000000,1-Regular school,2-No,2-No,2-No,21-Suburb: Large,1881,105.08,17.9,,,,28115,,,,,,,,,,,,
0.196927674140934,ITHACA SENIOR HIGH SCHOOL,NY,20211110NYITI,11,10,2021,11/10/2021,0,0,0,0,https://www.weny.com/story/45168174/ithaca-school-bus-hit-by-bullet-shots-fired-under-investigation https://wxhc.com/empty-school-bus-hit-with-gunfire-in-ithaca/,5,Local,4,Fall,Ithaca,High,School Bus,School Bus,No,Evening,6:30 PM,1,"Door of school bus shot, driver not injured",Door of the school bus was shot while the driver was returning to the bus depot. No students were aboard the bus. The driver was not injured.,,,No,,No,No,No,No,No,,No,,42.456014,-76.498784,361557000000,1-Regular school,2-No,2-No,2-No,13-City: Small,1354,111.34,12.16,261958005620,243,30,14850,,,,,,,,,,,,
0.196927674140934,OVIEDO HIGH SCHOOL,FL,20211106FLOVO,11,6,2021,11/6/2021,0,0,0,0,https://www.clickorlando.com/news/local/2021/11/09/student-now-faces-gun-charge-in-oviedo-homecoming-scare/ https://www.fox35orlando.com/news/police-student-faces-multiple-charges-after-gun-scare-at-oviedo-high-schools-homecoming-dance https://www.wesh.com/article/oviedo-high-school-homecoming-dance/38198632#,10,Local,4,Fall,Oviedo,High,Gym,Inside School Building,No,School Event,10:00 PM,1,Student brandish gun during fight at homecoming dance,Students evacuated the homecoming dance when they believed a gun had been fired. Police investigated and determined that no shots were fired. A student was charged with brandish a gun during a fight at the dance. A second student had been reported with a gun when he was detained entry to the dance but police did not find a weapon when they searched the person.,Escalation of Dispute,Neither,No,,No,No,No,No,No,,No,0,28.672719,-81.217814,120171000000,1-Regular school,2-No,2-No,2-No,21-Suburb: Large,2411,108.34,22.25,,,,32765,,,,,,,,,,,,
0.19053148993297,HIGHLAND MIDDLE SCHOOL,NM,20211102NMHIH,11,2,2021,11/2/2021,0,3,3,0,https://www.hobbsnews.com/2021/12/04/juvenile-arrested-in-middle-school-shooting/ https://www.krqe.com/news/crime/hobbs-woman-2-juveniles-facing-charges-after-pellet-gun-shot-toward-school/,2,Local,4,Fall,Hobbs,Middle,Parking Lot,Outside on School Property,Yes,Dismissal,3:00 PM,1,12-year-old and friend shot at students outside the school with BB gun,"A 12-year-old male and his friend fired a BB rifle from an apartment building at students outside of the school across the street. Three students reported injuries. One student required surgery to remove a BB from his scalp. Both children charged as minors with aggravated battery. Mother charged with felon in possession of a firearm, three counts of child abuse and contributing to a delinquency of a minor.",Indiscriminate Shooting,Random Shooting,Yes,"12YOM male friend, mother",No,No,No,No,No,No,No,,32.728664,-103.122843,350126000000,1-Regular school,2-No,2-No,2-No,33-Town: Remote,958,42.93,22.32,,,,88240,,,,,,,,,,,,
0.202797382776123,CALHOUN COUNTY HIGH,SC,20211027SCCAS,10,27,2021,10/27/2021,0,0,0,0,https://www.wltx.com/article/news/crime/calhoun-county-gunfire-teen-arrested/101-f7c8bca9-d90a-4583-a83e-0ceb27a6bd67,1,Local,4,Fall,St. Matthews,High,Parking Lot,Outside on School Property,No,Evening,8:00 PM,1,Student fired shots during fight following football game,"A 17-year-old student fired shots in the parking lot during a fight following a football game at the school. After the fight was broken up, the student went to his vehicle and retrieved a gun that he fired in the direction of multiple people involved in the fight. No one was struck.",Escalation of Dispute,Victims Targeted,No,,No,No,No,No,No,,No,,33.664487,-80.798322,450125000000,1-Regular school,2-No,2-No,2-No,42-Rural: Distant,427,30,14.23,130075004081,152,55,29135,,,,,,,,,,,,
0.179989157858946,DE DIEGO ELEM COMMUNITY ACADEMY,IL,20211026ILWIC,10,26,2021,10/26/2021,0,0,0,0,https://blockclubchicago.org/2021/10/26/shots-fired-during-fight-outside-west-town-school/,1,Local,3,,Chicago,K-12,Front of School,Outside on School Property,No,After School,3:46 PM,1,Two shots fired during fight between two men,"Two shots were fired in front of the school after students dismissed. Shooter fled. No one was struck by the gunshots. A man was hit with a baseball bat and refused treatment. A ""safe passage"" worker at the school witnessed the incident and called police.",Escalation of Dispute,Victims Targeted,No,,No,No,No,No,No,No,No,2,41.904914,-87.685808,170993000000,1-Regular school,2-No,2-No,2-No,11-City: Large,492,43.5,11.31,170993000643,539,156,60622,,,,,,,,,,,,
0.208667091411312,PHILADELPHIA LEARNING ACADEMY - SOUTH,PA,20211022PAPHP,10,22,2021,10/22/2021,0,0,0,0,https://philadelphia.cbslocal.com/2021/10/22/student-self-inflicted-gunshot-wound-philadelphia-learning-academy/ https://6abc.com/philadelphia-learning-academy-south-west-shooting-teen-shoots-self-in-school-shot-fired/11155849/ https://www.nbcphiladelphia.com/news/local/student-shoots-self-in-leg-in-west-philadelphia-school/3008430/,10,Local,4,Fall,Philadelphia,High,Gym,Inside School Building,Yes,Afternoon Classes,1:00 PM,1,Student shot himself in the leg in the gym,"An 18-year-old student shot himself in the leg inside the gym. 30 students were present at the time of the shooting. Unclear of the circumstances that lead up to the shooting. Police responded for an active shooter and searched the school for the weapon. The weapon was located off campus, unclear who took the the weapon there. The student who shot himself was transported to the hospital. The school has metal detectors. Police believe the student's ankle monitor activated the metal detector and then staff did not search him for a weapon.",Accidental,Neither,Yes,Someone took the weapon out of the school,No,No,No,No,No,,No,1,39.969092,-75.210898,421899000000,1-Regular school,2-No,2-No,2-No,11-City: Large,87,7.98,10.9,421899007588,99,29,19104,,,,,,,,,,,,
0.205436757644377,PS 65 MOTHER HALE ACADEMY,NY,20211021NYPSB,10,21,2021,10/21/2021,0,1,1,0,https://www.yahoo.com/now/eyewitness-news-afternoon-204846961.html https://abc7ny.com/new-york-city-bronx-the-school-shooting/11152403/ https://newyork.cbslocal.com/2021/10/21/shooting-near-bronx-school-mott-haven/,3,Local,3,Fall,Bronx,Elementary,Beside Building,Outside on School Property,Yes,Dismissal,2:00 PM,1,Shot fired during argument between two men,Man was shot in the leg outside of the school during an argument between two men. Students were dismissing when the shooting occurred. Shooter fled and was arrested a few blocks away.,Escalation of Dispute,Victims Targeted,No,,No,No,No,No,No,No,No,1,40.807386,-73.912615,360008000000,1-Regular school,2-No,2-No,2-No,11-City: Large,354,30,11.8,360008402269,87,28,10454,,,,,,,,,,,,
0.208667091411312,ROGERS HIGH SCHOOL,AR,20211017ARROR,10,17,2021,10/17/2021,0,0,0,0,https://www.fox16.com/news/state-news/man-jailed-for-firing-shots-at-academy-sports-rogers-high-school-press-box/ https://www.nwaonline.com/news/2021/oct/19/rogers-man-accused-of-shooting-at-store-high/,5,Local,4,,Rogers,High,Football Field/Track,Outside on School Property,No,Evening,8:05 PM,1,Man fired 16 shots at stadium press box,"A 28-year-old male fired 16 shots at the stadium press box causing $30,000 in damage. Stadium was empty at the time of the shooting. He was identified and pulled over in a vehicle after leaving the school. He was arrested and police found multiple rifles and ammunition inside his van. Involved in a dispute prior to the shooting when a gun store did not allow him to purchase another weapon. He fired 4 shots outside the store before going to the high school. Charged with multiple felonies and held without bond.",Intentional Property Damage,Neither,No,,No,No,No,No,No,No,No,16,36.300868,-94.145556,51197000958,1-Regular school,2-No,2-No,2-No,13-City: Small,2089,152.88,13.66,10201000772,269,61,72758,,,,,,,,,,,,
0.196927674140934,MCDADE ELEM CLASSICAL SCHOOL,IL,20211013ILMCC,10,13,2021,10/13/2021,0,0,0,0,https://wgntv.com/news/chicagocrime/separate-shooting-incidents-outside-cps-schools-has-parents-on-edge/,5,Local,4,Fall,Chicago,Elementary,Front of School,Outside on School Property,Yes,School Start,8:39 AM,1,"28 shots fired from a vehicle, multiple bullets hit school building","As the school was opening, 28 shots were fired from a passing vehicle and multiple bullets hit the school building. Multiple bullets hit the cafeteria windows. School was locked down. No injuries to students or staff.",Drive-by Shooting,Random Shooting,,,No,No,No,No,No,,No,28,41.734206,-87.619121,170993000000,1-Regular school,2-No,1-Yes,2-No,11-City: Large,176,10,17.6,,,,60619,,,,,,,,,,,,
0.218701424600112,ANTONIA PANTOJA COMMUNITY CHARTER SCHOOL,PA,20211007PAANP,10,7,2021,10/7/2021,0,0,0,0,https://6abc.com/philadelphia-shooting-antonia-pantoja-charter-school-shot-north-american-street/11095552/ https://philadelphia.cbslocal.com/video/6076428-antonia-pantoja-charter-staff-finds-bullet-holes-fragments-in-cafeteria/,4,Local,4,Fall,Philadelphia,K-8,Cafeteria,Both Inside/Outside,No,Night,,1,"Multiple shots broke windows of the cafeteria, bullets found inside","Multiple shots were fired at the school breaking windows during the night. When staff arrived in the morning, they reported the damage to police. Bullet fragments were recovered inside the school.",Intentional Property Damage,Neither,,,No,No,No,No,No,,No,,40.012627,-75.1315,420081000000,1-Regular school,1-Yes,2-No,2-No,11-City: Large,719,52,13.83,,,,19140,,,,,,,,,,,,
0.196927674140934,HETTINGER ELEMENTARY SCHOOL,ND,20211005NDHEH,10,5,2021,10/5/2021,0,0,0,0,https://www.kxnet.com/news/local-news/active-shooting-incident-reported-at-hettinger-public-school-one-student-involved/ https://www.valleynewslive.com/2021/10/04/one-student-hospitalized-after-shooting-hettinger-public-school/ https://hot975fm.com/hettinger-public-school-shooting/ https://bismarcktribune.com/news/state-and-regional/student-injured-in-hettinger-shooting-suffered-self-inflicted-wound-counseling-offered-to-other-students/article_9550140c-b21b-5867-a1ad-2e6f2c02e09a.html,5,Local,4,Fall,Hettinger,K-12,Classroom,Inside School Building,Yes,Morning Classes,9:39 AM,1,Student walked into classroom and shot self in front of the class,A student walked into a classroom and shot him/herself in front of the class. School was locked down and then dismissed. Classes cancelled the following day.,Suicide/Attempted,Victims Targeted,No,,No,No,No,,No,No,No,1,45.999573,-102.634273,380941000000,1-Regular school,†,†,2-No,43-Rural: Remote,171,11.3,15.13,,,,58639,,,,,,,,,,,,
0.188598425033714,GARINGER HIGH,NC,20211005NCGAC,10,5,2021,10/5/2021,0,0,0,0,https://www.wcnc.com/article/news/crime/garinger-high-school-lockdown-police-activity/275-eaf117ce-5111-49d9-9fd9-95631a450dce https://www.charlotteobserver.com/news/local/article254768892.html https://www.wbtv.com/2021/10/05/school-officials-gun-found-charlotte-high-school-during-lockdown-after-shots-fired-near-school/,10,Local,4,Fall,Charlotte,High,Front of School,Outside on School Property,Yes,Morning Classes,7:00 AM,1,"Student fired shot at vehicle and then ran inside the school, lockdown, gun recovered",A teenage student fired shots at a vehicle on the street in front of the school. Shot may have been fired from the vehicle at the student. The shooter then ran into the school. The school was locked down and search by police. Police recovered a loaded handgun and 2 magazines. Student was arrested.,Drive-by Shooting,Victims Targeted,Yes,,,No,No,No,No,,No,,35.24193,-80.780729,370297000000,1-Regular school,2-No,2-No,2-No,11-City: Large,1717,112,15.33,370297003245,272,138,28205,,,,,,,,,,,,
